Project,Bug_ID,Technique,Owner,Master_Status,Audit_Status,Target_Classes,Candidate_Files,Candidate_Packages,Target_Match_Files,Candidate_SHA256
Mockito,3,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.invocation.InvocationMatcher,,,,
Mockito,3,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.invocation.InvocationMatcher,,,,
Mockito,4,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.exceptions.Reporter,,,,
Mockito,4,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.exceptions.Reporter,,,,
Mockito,5,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.verification.VerificationOverTimeImpl,,,,
Mockito,5,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.verification.VerificationOverTimeImpl,,,,
Mockito,6,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.Matchers,,,,
Mockito,6,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.Matchers,,,,
Mockito,7,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.util.reflection.GenericMetadataSupport,,,,
Mockito,7,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.util.reflection.GenericMetadataSupport,,,,
Mockito,8,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.util.reflection.GenericMetadataSupport,,,,
Mockito,8,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.util.reflection.GenericMetadataSupport,,,,
Mockito,9,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.stubbing.answers.CallsRealMethods,,,,
Mockito,9,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.stubbing.answers.CallsRealMethods,,,,
Mockito,10,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,,,,
Mockito,10,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,,,,
Mockito,11,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.creation.DelegatingMethod,,,,
Mockito,11,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.creation.DelegatingMethod,,,,
Mockito,12,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.util.reflection.GenericMaster,,,,
Mockito,13,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.MockHandler,,,,
Mockito,14,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.MockHandler;org.mockito.internal.MockitoCore,,,,
Mockito,15,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.configuration.injection.FinalMockCandidateFilter,,,,
Mockito,16,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.MockitoCore;org.mockito.Mockito,,,,
Mockito,17,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.creation.MockSettingsImpl;org.mockito.internal.util.MockUtil,,,,
Mockito,18,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues,,,,
Mockito,18,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues,,,,
Mockito,19,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.configuration.injection.filter.FinalMockCandidateFilter;org.mockito.internal.configuration.injection.filter.MockCandidateFilter;org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter;org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter;org.mockito.internal.configuration.injection.PropertyAndSetterInjection,,,,
Mockito,19,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.configuration.injection.filter.FinalMockCandidateFilter;org.mockito.internal.configuration.injection.filter.MockCandidateFilter;org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter;org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter;org.mockito.internal.configuration.injection.PropertyAndSetterInjection,,,,
Mockito,20,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker,,,,
Mockito,20,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker,,,,
Mockito,21,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.creation.instance.ConstructorInstantiator,,,,
Mockito,21,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.creation.instance.ConstructorInstantiator,,,,
Mockito,22,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.matchers.Equality,,,,
Mockito,23,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,,,,
Mockito,24,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues,,,,
Mockito,25,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,,,,
Mockito,26,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.util.Primitives,,,,
Mockito,27,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.util.MockUtil,,,,
Mockito,28,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.configuration.DefaultInjectionEngine,,,,
Mockito,29,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.matchers.Same,,,,
Mockito,30,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.exceptions.Reporter;org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls,,,,
Mockito,31,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls,,,,
Mockito,32,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.configuration.SpyAnnotationEngine,,,,
Mockito,33,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.invocation.InvocationMatcher,,,,
Mockito,34,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.invocation.InvocationMatcher,,,,
Mockito,35,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.Matchers,,,,
Mockito,36,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.invocation.Invocation,,,,
Mockito,37,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.stubbing.answers.AnswersValidator,,,,
Mockito,38,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool,,,,
Time,3,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.joda.time.MutableDateTime,,,,
Time,7,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.joda.time.format.DateTimeFormatter,,,,
Time,11,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.joda.time.tz.ZoneInfoCompiler,,,,
Time,13,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.joda.time.format.PeriodFormatterBuilder,,,,
Time,14,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.joda.time.chrono.BasicMonthOfYearDateTimeField,,,,
Time,16,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.joda.time.format.DateTimeFormatter,,,,
Time,20,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.joda.time.format.DateTimeFormatterBuilder,,,,
Time,22,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.joda.time.base.BasePeriod,,,,
Time,27,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.joda.time.format.PeriodFormatterBuilder,,,,
